Index,q1,q2,q3,q4,q5,q6
0,-0.018434629180973616,3.2003838348983913,1.5009715863403577,3.1454628798430626,1.8994122485580334,-0.019318367704252357
1,-0.050467517264122616,3.201123691166772,1.5026499921618062,3.1521866798542475,1.8984741601810693,-0.05288692784233083
2,-0.09230259646399568,3.202182711022777,1.504724705006676,3.1609582317963048,1.8974821578224805,-0.09672861554176186
3,-0.14094901254079045,3.2036298825034386,1.5070564823725534,3.171126470932754,1.8966363019644132,-0.1477049985696366
4,-0.1940463138780775,3.205640943026349,1.509706679771416,3.1821638024947183,1.8960024635311281,-0.20333281302479306
5,-0.24973328303493253,3.208457026069544,1.5128890409131508,3.193649638488752,1.8955290926191668,-0.2616493786249665
6,-0.30654470238161174,3.212336690657743,1.51690006822439,3.2052577957895716,1.8950858519732057,-0.3211073819144837
7,-0.36332799328257276,3.217516561609452,1.522055063222458,3.2167426555197975,1.8945053760423587,-0.3804891615978971
8,-0.4191765138913505,3.224184903962294,1.528640692260174,3.22792362487305,1.8936177538612975,-0.43883699451392866
9,-0.47337783400911715,3.2324673588726593,1.5368859232834513,3.2386695643429793,1.8922734942414943,-0.49539811116685645
10,-0.5253751374052497,3.242422278981672,1.5469487221584879,3.2488850757434373,1.8903550738145902,-0.5495831195074548
11,-0.5747393826300002,3.2540429217474496,1.5589143033873152,3.258499850010424,1.887779591023879,-0.6009358365541557
12,-0.6211496008447137,3.267264173234981,1.5728007493066827,3.267461384760764,1.88449582259989,-0.6491120510591714
13,-0.6643788237040298,3.28197198772694,1.5885685674556542,3.275730692014555,1.8804786648562457,-0.6938646732790794
14,-0.7042835028558321,3.298014166998065,1.6061317140591034,3.2832802451245198,1.8757231187822772,-0.7350329867332642
15,-0.7407947664554979,3.315211445482786,1.625368499773419,3.2900933245228323,1.870239071152129,-0.7725341543719393
16,-0.7739103582791971,3.3333681190859386,1.6461315027131473,3.2961640194445927,1.8640473709014673,-0.8063556291302806
17,-0.8036865637093171,3.3522816810645653,1.6682561208296034,3.301497330977427,1.857177187911394,-0.8365476005320807
18,-0.8302298119736866,3.371751120866858,1.6915677186613671,3.306109028089552,1.8496643645124962,-0.8632150300755725
19,-0.8536879383711413,3.3915837041532475,1.7158874967660898,3.3100250892941334,1.8415503785706495,-0.8865091635172669
20,-0.8742412877986956,3.4116001840453425,1.7410372759341841,3.313280699412267,1.832881568361567,-0.9066186470415082
21,-0.8920939462438117,3.4316384951258523,1.7668433823657452,3.3159188610878245,1.8237083656781532,-0.9237605179696451
22,-0.9074654138661742,3.4515560548877735,1.7931397793117076,3.3179887306635787,1.8140843992961095,-0.9381714004719334
23,-0.9205830019750767,3.471230845646351,1.8197705420589332,3.319543807245643,1.8040654352803647,-0.9500992308001307
24,-0.9316751688336539,3.4905614772867226,1.8465917336753912,3.3206401015707763,1.7937081967447754,-0.959795785735145
25,-0.9409659262393804,3.5094664413484944,1.8734727163697982,3.3213343953856165,1.7830691481138379,-0.9675102122812124
26,-0.9486703662937174,3.5278827632185914,1.9002969280044604,3.321682678408949,1.772203340445016,-0.9734836728589576
27,-0.9549912862913936,3.545764244744563,1.926962160931856,3.3217388230559295,1.7611634025846383,-0.9779451406106366
28,-0.9601168346772184,3.5630794674126682,1.9533803946983173,3.3215535303069834,1.74999873730104,-0.9811083116677193
29,-0.9642190639008218,3.5798096992878583,1.9794772492948232,3.321173555855158,1.7387549509863753,-0.9831695491921356
30,-0.9674532553909463,3.595946819912429,2.005191137080798,3.3206412056156944,1.727473516957081,-0.9843067385785028
31,-0.9699578749475675,3.6114913486595137,2.0304721968150283,3.3199940747252192,1.7161916501127723,-0.9846789132788757
32,-0.9718550202788698,3.6264506354702615,2.0552810918367554,3.3192649944938517,1.7049423565178043,-0.9844265039826924
33,-0.9732512329649311,3.6408372497131514,2.079587747199064,3.318482147021142,1.6937546151587255,-0.9836720675068767
34,-0.9742385620201696,3.654667583759568,2.1033700891308893,3.3176693065549663,1.68265364926772,-0.9825213627937796
35,-0.9748957832202495,3.6679606729485044,2.1266128365252324,3.3168461691505993,1.6716612492016107,-0.9810646571659661
36,-0.9752896957840352,3.6807372227184576,2.14930638000758,3.3160287367219046,1.660796115934763,-0.979378164132788
37,-0.9754764346846997,3.6930188263720947,2.1714457709309407,3.3152297272089855,1.650074202097088,-0.9775255327507091
